id_esp;componente_biologico;especie;subsp_var;sinonimo;genero;familia;orden;clase;phylum_division;reino;nombre_comun;nombre_ingles;habito_crecimiento;ds_004_2014_minagri;ds_043_2006_ag;uicn_2020_3;cites_2019;endemismo;migracion
5562;Flora;Iridaceae N.D.;;;Iridaceae N.D.;Iridaceae;Asparagales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5563;Flora;Juncaceae sp2;;;Juncaceae N.D.;Juncaceae;Poales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5564;Flora;Lepidium sp3;;;Lepidium;Brassicaceae;Brassicales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5565;Flora;Mastigostyla sp.;;;Mastigostyla;Iridaceae;Asparagales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5566;Flora;Mostacillastrum sp2;;;Mostacillastrum;Brassicaceae;Brassicales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5567;Flora;Nassella cf. brachyphylla;;;Nassella;Poaceae;Poales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5568;Flora;Nicotiana rustica;;;Nicotiana;Solanaceae;Solanales;Magnoliopsida;Tracheophyta;Plantae;;;Arbusto;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5569;Flora;Pectocarya sp2;;;Pectocarya;Boraginaceae;Boraginales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5570;Flora;Pseudognaphalium sp2;;;Pseudognaphalium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5571;Flora;Senecio sp7;;;Senecio;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5572;Flora;Senecio sp8;;;Senecio;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5573;Flora;Senecio vulgaris;;;Senecio;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5574;Flora;Trichocereus sp.;;Trichocereus sp.;Trichocereus;Cactaceae;Caryophyllales;Magnoliopsida;Tracheophyta;Plantae;;;Cactus;No aplica;No categorizada;No categorizada;Apendice II;No endemica;No aplica
5575;Flora;Valeriana sp2;;;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5576;Flora;Verbena sp.;;;Verbena;Verbenaceae;Lamiales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
5577;Zooplancton;Actinopteri N.D.;;;Actinopteri N.D.;Actinopteri N.D.;Actinopteri N.D.;Actinopteri N.D.;Chordata;Animalia;;;;;;;;;
5578;Zooplancton;Amphorellopsis sp.;;Ogdeniella sp.;Amphorellopsis;Psammonobiotidae;Gromiida;Gromiidea;Cercozoa;Chromista;;;;;;;;;
5579;Fitoplancton;Aphanizomenonaceae N.D.;;;Aphanizomenonaceae N.D.;Aphanizomenonaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
5580;Macroinvertebrados;Arbacia sp.;;Arbacea sp. / Echinocidaris sp. / Echinus sp. / Pygomma sp.;Arbacia;Arbaciidae;Arbacioida;Echinoidea;Echinodermata;Animalia;;;;;;;;;
5581;Macroinvertebrados;Argia sp.;;;Argia;Coenagrionidae;Odonata;Insecta;Arthropoda;Animalia;;;;;;;;;
5582;Fitoplancton;Asterococcus sp.;;;Asterococcus;Palmellopsidaceae;Chlamydomonadales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5583;Macroinvertebrados;Baetis sp.;;;Baetis;Baetidae;Ephemeroptera;Hexapoda;Arthropoda;Animalia;;;;;;;;;
5584;Macroinvertebrados;Blepharicera sp.;;;Blepharicera;Blephariceridae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;
5585;Zooplancton;Brachionidae N.D.;;;Brachionidae N.D.;Brachionidae;Ploima;Eurotatoria;Rotifera;Animalia;;;;;;;;;
5586;Fitoplancton;Closterium acutum;;Closterium tenerrimum;Closterium;Closteriaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5587;Fitoplancton;Closterium johnsonii;;;Closterium;Closteriaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5588;Fitoplancton;Closterium limneticum;;;Closterium;Closteriaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5589;Fitoplancton;Coelastrum pulchrum;;;Coelastrum;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5590;Perifiton;Coleofasciculaceae N.D.;;;Coleofasciculaceae N.D.;Coleofasciculaceae;Coleofasciculales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
5591;Fitoplancton;Cosmarium amoenum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
5592;Fitoplancton;Cosmarium contractum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
5593;Fitoplancton;Cosmarium crenatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
5594;Fitoplancton;Cosmarium impressulum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
5595;Perifiton;Cosmarium margaritatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
5596;Perifiton;Cosmarium regnellii;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
5597;Fitoplancton;Cosmarium regnesii;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
5598;Perifiton;Zygnema sp.1;;Zignema sp.1;Zygnema;Zygnemataceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;
5599;Perifiton;Cryptomonas sp.3;;;Cryptomonas;Cryptomonadaceae;Cryptomonadales;Cryptophyceae;Cryptophycophyta;Chromista;;;;;;;;;
5600;Macroinvertebrados;Dicrotendipes sp.;;;Dicrotendipes;Chironomidae;Diptera;Insecta;Arthropoda;Animalia;;;;;;;;;
5601;Fitoplancton;Dactyliosolen sp.;;;Dactyliosolen;Rhizosoleniaceae;Rhizosoleniales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
5602;Zooplancton;Daphniidae N.D.;;;Daphniidae N.D.;Daphniidae;Anomopoda;Branchiopoda;Arthropoda;Animalia;;;;;;;;;
5603;Fitoplancton;Desmodesmus armatus;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5604;Fitoplancton;Desmodesmus brasiliensis;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5605;Fitoplancton;Desmodesmus communis;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5606;Fitoplancton;Desmodesmus maximus;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5607;Perifiton;Desmodesmus subspicatus;;Scenedesmus subspicatus / Scenedesmus spicatus;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5608;Fitoplancton;Dimorphococcus sp.;;;Dimorphococcus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5609;Perifiton;Diploneis bombus;;Navicula bombus;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Bacillariophyta;Chromista;;;;;;;;;
5610;Macroinvertebrados;Dytiscus sp.;;;Dytiscus;Dystiscidae;Coleoptera;Hexapoda;Arthropoda;Animalia;;;;;;;;;
5611;Macroinvertebrados;Enoplochiton sp.;;;Enoplochiton;Chitonidae;Chitonida;Polyplacophora;Mollusca;Animalia;;;;;;;;;
5612;Perifiton;Entosiphon sp.;;;Entosiphon;Peranemaceae;Peranemida;Peranemea;Euglenozoa;Protozoa;;;;;;;;;
5613;Macroinvertebrados;Ephydra sp.;;;Ephydra;Ephydridae;Diptera;Hexapoda;Arthropoda;Animalia;;;;;;;;;
5614;Fitoplancton;Navicula gibba;;Epithemia gibba;Navicula;Naviculaceae;Naviculales;Bacillariophyceae;Bacillariophyta;Chromista;;;;;;;;;
5615;Fitoplancton;Eunotia gibberula;;Epithemia gibberula;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;
5616;Macroinvertebrados;Eristalis sp.;;;Eristalis;Syrphidae;Diptera;Hexapoda;Arthropoda;Animalia;;;;;;;;;
5617;Perifiton;Euastrum coeselii;;Euastrum binale;Euastrum;Desmidiaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5618;Perifiton;Euastrum amoenum;;Euastrum denticulatum;Euastrum;Desmidiaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5619;Perifiton;Eunotia perpusilla;;Eunotia perpusilla;Eunotia;Eunotiaceae;Eunotiales;Bacillariophyceae;Bacillariophyta;Chromista;;;;;;;;;
5620;Zooplancton;Eutardigrada N.D.;;;Eutardigrada N.D.;Eutardigrada N.D.;Eutardigrada N.D.;Eutardigrada;Tardigrada;Animalia;;;;;;;;;
5621;Zooplancton;Eutintinnus sp.;;Tintinnus sp.;Eutintinnus;Eutintinnidae;Choreotrichida;Oligotrichea;Ciliophora;Chromista;;;;;;;;;
5622;Perifiton;Halamphora sp.;;;Halamphora;Amphipleuraceae;Naviculales;Bacillariophyceae;Bacillariophyta;Chromista;;;;;;;;;
5623;Zooplancton;Helicostomella sp.;;;Helicostomella;Metacylididae;Choreotrichida;Oligotrichea;Ciliophora;Chromista;;;;;;;;;
5624;Zooplancton;Hemicyclops sp.;;;Hemicyclops;Clausidiidae;Cyclopoida;Copepoda;Arthropoda;Animalia;;;;;;;;;
5625;Fitoplancton;Heterosigma sp.;;;Heterosigma;Chattonellaceae;Chattonellales;Raphidophyceae;Ochrophyta;Chromista;;;;;;;;;
5626;Fitoplancton;Hyalotheca dissiliens;;Hyalotheca dissiliens / Conferva musoca / Desmidium mucosum;Hyalotheca;Desmidiaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5627;Macroinvertebrados;Hydrachna sp.;;Paludina sp. / Hydrocena sp.  / Cyclostoma sp.  / Realia sp.;Hydrachna;Hydrocenidae;Cycloneritida;Gastropoda;Mollusca;Animalia;;;;;;;;;
5628;Perifiton;Limnoraphis sp.;;;Limnoraphis;Microcoleaceae;Oscillatoriales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
5629;Fitoplancton;Limnothrix sp.;;;Limnothrix;Pseudanabaenaceae;Synechococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
5630;Macroinvertebrados;Macrelmis sp.;;Elsianus sp.;Macrelmis;Elmidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;
5631;Fitoplancton;Mallomonas sp.2;;;Mallomonas;Synuraceae;Ochromonadales;Chrysophyceae;Chrysophyta;Chromista;;;;;;;;;
5632;Macroinvertebrados;Notonecta sp.;;;Notonecta;Notonectidae;Hemiptera;Insecta;Arthropoda;Animalia;;;;;;;;;
5633;Macroinvertebrados;Ocypodidae N.D.;;Gelasimidae N.D.;Ocypodidae N.D.;Ocypodidae;Decapoda;Malacostraca;Arthropoda;Animalia;;;;;;;;;
5634;Perifiton;Oedogoniaceae N.D.;;;Oedogoniaceae N.D.;Oedogoniaceae;Oedogoniales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5635;Zooplancton;Oithonidae N.D.;;;Oithonideae N.D.;Oithonidae;Cyclopoida;Copepoda;Arthropoda;Animalia;;;;;;;;;
5636;Macroinvertebrados;Orthocladius sp.;;;Orthocladius;Chironomidae;Diptera;Hexapoda;Arthropoda;Animalia;;;;;;;;;
5637;Fitoplancton;Parvodinium sp.;;;Parvodinium;Peridiniaceae;Peridiniales;Dinophyceae;Myzozoa;Chromista;;;;;;;;;
5638;Fitoplancton;Peridinium cinctum;;;Peridinium;Peridiniaceae;Peridiniales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;
5639;Zooplancton;Peritrichida N.D.;;;Peritrichida N.D.;Peritrichida N.D.;Peritrichida;Ciliatea;Ciliophora;Protozoa;;;;;;;;;
5640;Fitoplancton;Plagioselmis sp.;;;Plagioselmis;Geminigeraceae;Pyrenomonadales;Cryptophyceae;Cryptophyta;Chromista;;;;;;;;;
5641;Macroinvertebrados;Platyxanthus sp.;;;Platyxanthus;Platyxanthidae;Decapoda;Malacostraca;Arthropoda;Animalia;;;;;;;;;
5642;Fitoplancton;Pleurosigma angulatum;;;Pleurosigma;Pleurosigmataceae;Naviculales;Bacillariophyceae;Bacillariophyta;Chromista;;;;;;;;;
5643;Fitoplancton;Pleurotaenium trabecula;;Docidium trabecula / Docidium ehrenbergii;Pleurotaenium;Desmidiaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5644;Fitoplancton;Protoperidinium compressum;;Congruetidium compressum / Peridinium compressum;Protoperidinium;Protoperidinaceae;Peridiniales;Dinophyceae;Myzozoa;Chromista;;;;;;;;;
5645;Perifiton;Pseudopediastrum integrum;;;Pseudopediastrum;Hydrodictyaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5646;Fitoplancton;Pyramimonas sp.;;;Pyramimonas;Pyramimonadaceae;Pyramimonadales;Pyramimonadophyceae;Chlorophyta;Plantae;;;;;;;;;
5647;Zooplancton;Quadrulella sp.;;;Quadrulella;Trapeziidae;Decapoda;Malacostraca;Arthropoda;Animalia;;;;;;;;;
5648;Fitoplancton;Radiococcus sp.;;;Radiococcus;Radiococcaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5649;Macroinvertebrados;Raninidae N.D.;;Gymnopleura N.D.  / Notopterygia N.D.  / Ranina N.D.;Raninidae N.D.;Raninidae;Decapoda;Malacostraca;Arthropoda;Animalia;;;;;;;;;
5650;Perifiton;Scenedesmus obtusus;;Scenedesmus alternans / Scenedesmus ovalternus / Scenedesmus graevenitzii;Scenedesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;
5651;Macroinvertebrados;Sphaerium sp.;;;Sphaerium;Sphaeriidae;Sphaeriida;Bivalvia;Mollusca;Animalia;;;;;;;;;
5652;Zooplancton;Spirotrichea N.D.;;;Spirotrichea N.D.;Spirotrichea N.D.;Spirotrichea N.D.;Spirotrichea;Ciliophora;Chromista;;;;;;;;;
5653;Perifiton;Staurastrum brebissonii;;Staurastrum pilosum;Staurastrum;Desmidiaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5654;Perifiton;Staurastrum denticulatum;;Phycastrum dentiuclatum;Staurastrum;Desmidiaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5655;Fitoplancton;Staurastrum margaritaceum;;Pentasterias margaritatecum;Staurastrum;Desmidiaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5656;Perifiton;Staurastrum muticum;;Binatella mutica / Cosmoastrum muticum / Staurastrum depressum / Phycastrum depressum;Staurastrum;Desmidiaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5657;Zooplancton;Strombidium sp.;;Clypeolum sp / Heterostrombidium sp. / Torquatella sp. / Woodania sp.;Strombidium;Strombidiidae;Oligotrichida;Oligotrichea;Ciliophora;Chromista;;;;;;;;;
5658;Fitoplancton;Surirella peisonis;;;Surirella;Surirellaceae;Surirellales;Bacillariophyceae;Bacillariophyta;Chromista;;;;;;;;;
5659;Fitoplancton;Teilingia sp.;;;Teilingia;Desmidiaceae;Desmidiales;Zygnematophyceae;Charophyta;Plantae;;;;;;;;;
5660;Fitoplancton;Tetraselmis sp.;;Platymonas sp.;Tetraselmis;Chlorodendraceae;Chlorodendrales;Chlorodendrophyceae;Chlorophyta;Plantae;;;;;;;;;
5661;Fitoplancton;Trachelomonas volvocinopsis;;;Trachelomonas;Euglenaceae;Euglenida;Euglenoidea;Euglenozoa;Protozoa;;;;;;;;;
5662;Perifiton;Trebouxiophyceae N.D.;;;Trebouxiophyceae N.D.;Trebouxiophyceae N.D.;Trebouxiophyceae N.D.;Trebouxiophyceae N.D.;Chlorophyta;Plantae;;;;;;;;;
5663;Macroinvertebrados;Tubifex sp.;;;Tubifex;Naididae;Tubificida;Clitellata;Annelida;Animalia;;aquatic oligochaete worm;;;;;;;
5664;Fitoplancton;Woronichinia sp.;;;Woronichinia;Coelosphariaceae;Synechococcales;Cyanophyceae;Cyanobacteria;Eubacteria;;;;;;;;;
5665;Fitoplancton;Anathece sp.;;;Anathece;Prochloroccaceae;Synechococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;
5666;Artropofauna;Acrididae sp.1;;;Acrididae N.D.;Acrididae;Orthoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5667;Artropofauna;Agromyzidae sp.1;;;Agromyzidae N.D.;Agromyzidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5668;Artropofauna;Agromyzidae sp.2;;;Agromyzidae N.D.;Agromyzidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5669;Artropofauna;Andrenidae sp.1;;;Andrenidae N.D.;Andrenidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5670;Artropofauna;Anthicidae sp.1;;;Anthicidae N.D.;Anthicidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5671;Artropofauna;Anthomyiidae sp.1;;;Anthomyiidae N.D.;Anthomyiidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5672;Artropofauna;Anyphaenidae sp.1;;;Anyphaenidae N.D.;Anyphaenidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5673;Artropofauna;Aphididae sp.1;;;Aphididae N.D.;Aphididae;Hemiptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5674;Artropofauna;Aphidius sp.1;;;Aphidius;Braconidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5675;Artropofauna;Apidae sp.1;;;Apidae;Apidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5676;Artropofauna;Apidae sp.2;;;Apidae;Apidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5677;Artropofauna;Apidae sp.3;;;Apidae;Apidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5678;Artropofauna;Apidae sp.4;;;Apidae;Apidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5679;Artropofauna;Asilidae sp.1;;;Asilidae N.D.;Asilidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5680;Artropofauna;Bethylidae sp.1;;;Bethylidae N.D.;Bethylidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5681;Artropofauna;Bothriuridae sp.1;;;Bothriuridae N.D.;Bothriuridae;Scorpiones;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5682;Artropofauna;Brachycistidinae sp.1;;;Brachycistidinae N.D.;Tiphiidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5683;Artropofauna;Braconidae sp.1;;;Braconidae N.D.;Braconidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5684;Artropofauna;Buprestidae sp.1;;;Buprestidae N.D.;Buprestidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5685;Artropofauna;Camponotus sp.1;;;Camponotus;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5686;Artropofauna;Carabidae sp.1;;;Carabidae N.D.;Carabidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5687;Artropofauna;Carabidae sp.2;;;Carabidae N.D.;Carabidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5688;Artropofauna;Cardiocondyla sp.1;;;Cardiocondyla;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5689;Artropofauna;Cecidomyiidae sp.1;;;Cecidomyiidae N.D.;Cecidomyiidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5690;Artropofauna;Chrysididae sp.1;;;Chrysididae N.D.;Chrysididae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5691;Artropofauna;Cicadellidae sp.1;;;Cicadellidae N.D.;Cicadellidae;Hemiptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5692;Artropofauna;Cicadellidae sp.2;;;Cicadellidae N.D.;Cicadellidae;Hemiptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5693;Artropofauna;Colletidae sp.1;;;Colletidae N.D.;Colletidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5694;Artropofauna;Crabronidae sp.1;;;Crabronidae N.D.;Crabronidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5695;Artropofauna;Crabronidae sp.2;;;Crabronidae N.D.;Crabronidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5696;Artropofauna;Curculionidae sp.1;;;Curculionidae N.D.;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5697;Artropofauna;Curculionidae sp.2;;;Curculionidae N.D.;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5698;Artropofauna;Curculionidae sp.3;;;Curculionidae N.D.;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5699;Artropofauna;Curculionidae sp.4;;;Curculionidae N.D.;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5700;Artropofauna;Curculionidae sp.5;;;Curculionidae N.D.;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5701;Artropofauna;Curculionidae sp.6;;;Curculionidae N.D.;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5702;Artropofauna;Curculionidae sp.7;;;Curculionidae N.D.;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5703;Artropofauna;Cynipidae sp.1;;;Cynipidae N.D.;Cynipidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5704;Artropofauna;Dolichopodidae sp.1;;;Dolichopodidae N.D.;Dolichopodidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5705;Artropofauna;Encyrtidae sp.1;;;Encyrtidae N.D.;Encyrtidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5706;Artropofauna;Ephydridae sp.1;;;Ephydridae N.D.;Ephydridae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5707;Artropofauna;Ephydridae sp.2;;;Ephydridae N.D.;Ephydridae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5708;Artropofauna;Ephydridae sp.3;;;Ephydridae N.D.;Ephydridae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5709;Artropofauna;Erythraeidae sp.1;;;Erythraeidae N.D.;Erythraeidae;Trombidiformes;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5710;Artropofauna;Formicidae sp.1;;;Formicidae N.D.;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5711;Artropofauna;Gelechiidae sp.1;;;Gelechiidae N.D.;Gelechiidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
5712;Artropofauna;Gryllidae sp.1;;;Gryllidae N.D.;Gryllidae;Orthoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
